features,scaler,pca,evr,method,k,silhouette,calinski,davies_bouldin,bic,min_size
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca2,0.7716494167042811,GMM-spherical,2,0.47399490341743467,87.96898339857539,0.9333170403547666,1653.614816959517,22
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it",robust,none,,GMM-full,2,0.472235355461034,31.605559166756187,2.232828494944944,2040.7394925634514,27
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it",robust,pca3,1.0,GMM-full,2,0.472235355461034,31.605559166756205,2.2328284949449437,2040.7394925634514,27
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca2,0.7287394342040144,GMM-full,3,0.4721868630924884,63.47127057339205,1.699987617855907,1559.028551859007,24
"beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,none,,GMM-spherical,2,0.47126624773028825,29.651411117117352,2.5982074440336262,2176.2747246867443,39
"beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca3,1.0,GMM-spherical,2,0.47126624773028825,29.651411117117366,2.598207444033625,2176.2747246867443,39
"skor_kematangan_digital,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca3,0.8976731833751154,GMM-spherical,2,0.4712542754013881,30.06300512231746,2.538334502815017,2241.1445666261025,37
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,efisiensi_anggaran_it",standard,pca2,0.6058575722185873,GMM-diag,2,0.4711824057307338,71.18127923831545,1.376385341864047,1645.625680965758,29
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,pca3,1.0,GMM-full,2,0.47092526660546735,116.08033752076666,0.8966909642710907,1978.5913920330895,26
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,none,,GMM-full,2,0.47092526660546735,116.08033752076672,0.8966909642710907,1978.5913920330897,26
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",robust,pca2,0.7706101198644884,KMeans,2,0.4708789770819814,169.19280350594514,0.9272785660210999,,47
"skor_kematangan_digital,beban_pasien_per_staf,efisiensi_anggaran_it",standard,pca2,0.7457236015921551,GMM-spherical,2,0.470351327096952,82.75821285930034,1.2438767686399013,1601.92577532213,29
"skor_kematangan_digital,rasio_adopsi_telemedicine",robust,none,,KMeans,2,0.4697295580911041,193.05454899035908,0.8695646048146467,,54
"rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,none,,GMM-spherical,2,0.46892859020805977,23.31183863940164,2.9254450584979006,2246.1634629298533,36
"rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca3,1.0,GMM-spherical,2,0.46892859020805977,23.311838639401625,2.9254450584979015,2246.1634629298533,36
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,pca3,1.0,GMM-diag,2,0.468591345349966,94.0291759500977,1.0679570243488152,1990.443561359226,27
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca3,0.8831297918469427,GMM-spherical,2,0.46856915067729277,29.489294874636677,2.560856865388864,2248.8322632131926,36
"beban_pasien_per_staf,efisiensi_anggaran_it",standard,none,,GMM-diag,2,0.4684664853028334,17.63395100689997,2.714593688055703,1506.5791005198041,24
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca2,0.7317681555584503,GMM-full,3,0.4684337128710453,63.64683872138274,1.765593028196287,1612.1442754616173,24
"efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,none,,GMM-full,3,0.46822559608947173,73.36033235080836,1.6991914910318595,1403.5596294699433,23
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca2,0.7716494167042811,Agg-complete,2,0.4670082248323023,94.15692646404047,0.8482696692774505,,22
"skor_kematangan_digital,efisiensi_anggaran_it",standard,none,,GMM-diag,2,0.4666574741669721,92.37395547069298,1.2755323713816857,1450.0084816138728,42
"skor_kematangan_digital,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca2,0.8655094149910896,GMM-full,3,0.4661178545613149,67.08584905028849,1.6990286194006838,1587.5191241803893,22
"efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,none,,GMM-full,3,0.46484723013725526,64.82989650191266,1.7466621541841318,1525.0497508993124,23
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",robust,pca3,1.0,GMM-diag,2,0.4645402404364457,26.88778068243052,2.2288105308683117,2038.8912387946818,25
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca2,0.7329728302196978,GMM-full,3,0.46313987411578056,67.8472848490511,1.663863891025727,1589.592756503516,23
"beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca3,1.0,GMM-full,2,0.46118462346821737,35.29483685926657,2.3261938440673235,2152.2792863615423,41
"beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,none,,GMM-full,2,0.4611846234682173,35.294836859266546,2.3261938440673235,2152.2792863615423,41
"beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca2,0.861600550081983,GMM-full,3,0.4611070000400013,58.84216322646388,1.97800858067542,1557.8875280481616,25
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca3,0.8831297918469427,GMM-full,2,0.4605416009054925,55.94019058518966,1.7392749005237647,2246.6549362291626,36
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,pca3,1.0,GMM-full,2,0.46052312800349443,121.48238687083688,0.9246825561446993,1945.7641739140442,30
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,none,,GMM-full,2,0.4605231280034944,121.48238687083686,0.9246825561446993,1945.7641739140442,30
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,pca3,0.8543089616376605,GMM-diag,2,0.46049042383082456,100.51488723107617,1.0731415848351757,2076.7809962192746,29
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it",robust,none,,GMM-full,2,0.45967974211746937,36.47628075767996,2.0283526084644667,2025.1634595067164,28
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it",robust,pca3,1.0,GMM-full,2,0.45967974211737533,36.476280757679966,2.028352608464466,2025.1634595067164,28
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca2,0.7716494167042811,GMM-diag,2,0.4589930569420955,76.62163690864297,1.0355390535983178,1658.026496829045,24
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,rasio_adopsi_telemedicine",robust,pca2,0.8340613488693495,GMM-diag,2,0.4589579616778521,49.877306403618256,1.9368858862934997,1462.4473098526712,40
"skor_kematangan_digital,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca2,0.6564125666769872,GMM-spherical,2,0.4588393109341074,24.294384595291696,2.7209498178455496,1704.2779872759847,31
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",robust,pca3,0.866654504284259,Agg-ward,2,0.45861499004564676,93.00034301705675,0.9957428975549051,,24
"skor_kematangan_digital,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca2,0.7859592837490429,GMM-spherical,2,0.45857264229249345,24.835803029925085,2.873476669470839,1595.2882715039586,43
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca2,0.6713955689130374,GMM-full,2,0.4576357355717629,43.98675794448509,1.5691813414329878,1660.832535534435,24
"rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca2,0.8249650485881156,GMM-full,3,0.45657503894061396,61.33714958557999,1.9034934032862516,1592.8907616853805,23
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",robust,none,,GMM-full,2,0.4549941403437435,28.475782830071854,2.2169599504880138,2072.1084876420728,27
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",robust,pca3,1.0,GMM-full,2,0.4549941403437435,28.475782830071854,2.2169599504880133,2072.1084876420728,27
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca3,0.8884381876039795,GMM-spherical,2,0.4537509472865802,27.29790895526174,2.7025392020483396,2278.622955631335,39
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it",standard,pca3,1.0,GMM-diag,2,0.4533541218549972,46.122765547730054,1.6986518072489603,2278.822909459302,24
"skor_kematangan_digital,efisiensi_anggaran_it",robust,none,,KMeans,2,0.4532059334945227,167.15719891973973,0.9021938692366946,,55
"tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",robust,none,,Agg-ward,2,0.45298116471286726,157.16650482669505,0.9543529157464418,,48
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,pca3,0.8616804715903819,GMM-diag,2,0.4529181351969881,107.65942617274219,0.9705349293830327,2036.8427932815912,28
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",robust,pca3,1.0,GMM-diag,2,0.452632532231918,74.17899644052713,1.2605430015821244,1980.086693828432,28
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,pca2,0.7542157773687546,GMM-spherical,2,0.4517726754710747,79.75955177200363,0.9748490435735082,1645.9485535077092,22
"beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca3,1.0,GMM-diag,2,0.45153540435525913,32.547119418634175,2.455482769469721,2137.724819738606,43
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,none,,GMM-spherical,2,0.4515345882802001,23.95034274967578,2.7812709083425515,2842.9375643346416,32
"beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,none,,GMM-full,2,0.45117238373022056,132.42424020912128,0.8468129403798167,1463.248505289467,34
"beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,none,,KMeans,3,0.45087850606472546,237.00458398299813,0.7639709272464846,,24
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,efisiensi_anggaran_it",standard,pca2,0.6058575722185873,GMM-full,2,0.4502415984216674,67.03546187078037,1.4393339538314096,1636.033202004058,32
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it",robust,pca3,1.0,GMM-diag,2,0.4498925532064417,37.55904016925477,2.0049880843510417,2019.7137403748932,30
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it",standard,pca2,0.751794809830842,GMM-diag,2,0.44934371003428514,94.33208377881836,0.8462796071089537,1609.5643271642332,22
"beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,none,,GMM-diag,3,0.44933933992387814,235.2017691668107,0.7621473688843875,1455.6966774958144,22
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it",robust,pca3,1.0,GMM-diag,2,0.4492363440142626,43.62723774442593,1.906094614896071,2035.9123885762401,33
"beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,none,,GMM-diag,2,0.44869011390077523,36.55945027570518,2.3055527209727655,2146.1114145819747,44
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it",standard,pca2,0.8001942940101744,GMM-full,2,0.44846077023026015,71.01637332159147,1.4352043984005658,1602.6112067234385,35
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca3,0.8410568372400727,GMM-spherical,2,0.4477289409944055,12.368524157768269,3.5294649128914197,2418.6809052087347,23
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it",robust,none,,Agg-complete,2,0.4475607417850085,93.4919657075508,0.9507931674874194,,23
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it",robust,pca3,1.0,Agg-complete,2,0.4475607417850085,93.4919657075508,0.9507931674874195,,23
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,efisiensi_anggaran_it",robust,none,,GMM-full,2,0.44718583996952743,21.49568942130005,2.618743707865953,2111.7767868272103,27
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,efisiensi_anggaran_it",robust,pca3,1.0,GMM-full,2,0.4471858399691339,21.49568942130005,2.6187437078659532,2111.776786827211,27
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,pca3,0.8616804715903819,GMM-full,2,0.44694837524314757,113.34649377797109,0.9293910869178951,2048.8168341349456,29
"tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it",standard,none,,GMM-full,2,0.44670973395444014,23.15441632027674,2.27357472674408,1506.8754304893303,25
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,pca3,0.8543089616376605,GMM-full,2,0.4466010152567543,111.29341465447888,1.0159953649480447,2086.632021365607,31
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",robust,pca3,0.8433689662552115,GMM-diag,2,0.4464861451145055,26.80430613247873,2.2445050852819843,2108.729575088842,26
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,pca3,0.8706453340714249,GMM-full,2,0.4458182069482808,107.14837668466518,0.9381355611889327,2064.202907414145,27
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",robust,pca2,0.8043589392785135,KMeans,2,0.4455875752275649,167.06295688180768,1.000312588385968,,55
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca2,0.7716494167042811,GMM-full,2,0.4452337004076695,100.06932960966158,0.883664034428479,1664.3489438096242,26
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",robust,pca3,1.0,GMM-diag,2,0.44523067080949336,82.99516686046522,1.267153241247237,2046.5941378875455,32
"skor_kematangan_digital,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca3,0.8976731833751154,GMM-diag,2,0.4446223970267431,31.797503684843825,2.49505962867677,2195.2575177626654,43
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca3,0.9042575294358014,GMM-spherical,2,0.444611155288323,21.4452423982515,3.1307634601823047,2295.9107877921238,41
"rata_rata_waktu_respons_rujukan_menit,rasio_adopsi_telemedicine",robust,none,,KMeans,2,0.44447062519572034,173.95420757807645,0.9708834047344899,,59
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",robust,pca3,0.866654504284259,GMM-diag,2,0.44423631101672634,47.88860536231118,1.6928105790623944,2103.100705598264,27
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca2,0.7030028321579249,GMM-full,3,0.44408171543109787,55.34121059021699,2.2569966330481424,1595.1746911205605,22
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca3,0.887519863225272,GMM-diag,2,0.4438627238381829,22.862548793703283,2.934268977176381,2230.9142623672205,39
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,pca2,0.806526034865102,KMeans,2,0.44346926538932424,172.8456064424372,1.020286287770222,,62
"rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca2,0.7620347478876704,GMM-diag,2,0.4433335517464464,15.024120135780766,3.059370751515979,1595.9257865750956,26
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca3,0.8884381876039795,GMM-full,2,0.442930986759609,26.874843515817226,2.7071506010183146,2271.5725790312918,40
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it",robust,pca3,1.0,GMM-diag,2,0.4415788164837652,24.76005194934614,2.403442330922778,2105.305765667131,27
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca3,0.8831297918469427,GMM-diag,2,0.44133522497771255,30.961019040647482,2.5247505643673946,2210.634401886001,42
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it",robust,none,,GMM-diag,2,0.44016479583601403,23.18610406825215,2.4837772482735563,2114.697197349956,27
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca2,0.6139192760594188,GMM-full,2,0.43939824760972745,104.48231190764243,0.9075688028487208,1693.3522352227085,28
"skor_kematangan_digital,beban_pasien_per_staf,efisiensi_anggaran_it",standard,pca2,0.7457236015921551,GMM-diag,2,0.4383725530900551,95.21589064526988,1.2460881246989903,1612.1514517475734,39
"beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,none,,GMM-spherical,3,0.43782853873342326,192.5009572220413,0.8366669046034922,1453.205822726816,29
"beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,none,,Agg-ward,3,0.43652598004752485,216.99673764462705,0.7510383510940225,,25
"skor_kematangan_digital,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,none,,GMM-spherical,2,0.43580807392192433,27.38644882409399,2.668361873384134,2799.7586663395864,38
"rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,none,,GMM-full,2,0.4356453568310217,26.8084217553423,2.7024770987259936,2227.1497396443665,42
